ProductKey,ProductName,ProductNumber,Color,Size,StandardCost,ListPrice,ProductLine,Class,Style,ProductSubcategoryKey,ProductCategoryKey,CategoryName
393,Hex Nut 14,HN-7161,,,0.0,0.0,,,,-1,-1,Unknown
394,Hex Nut 15,HN-7162,,,0.0,0.0,,,,-1,-1,Unknown
395,Hex Nut 4,HN-8320,,,0.0,0.0,,,,-1,-1,Unknown
396,Hex Nut 18,HN-9161,,,0.0,0.0,,,,-1,-1,Unknown
397,Hex Nut 19,HN-9168,,,0.0,0.0,,,,-1,-1,Unknown
402,Keyed Washer,KW-4091,,,0.0,0.0,,,,-1,-1,Unknown
403,External Lock Washer 3,LE-1000,,,0.0,0.0,,,,-1,-1,Unknown
404,External Lock Washer 4,LE-1200,,,0.0,0.0,,,,-1,-1,Unknown
405,External Lock Washer 9,LE-1201,,,0.0,0.0,,,,-1,-1,Unknown
406,External Lock Washer 5,LE-1400,,,0.0,0.0,,,,-1,-1,Unknown
407,External Lock Washer 7,LE-3800,,,0.0,0.0,,,,-1,-1,Unknown
408,External Lock Washer 6,LE-5160,,,0.0,0.0,,,,-1,-1,Unknown
409,External Lock Washer 1,LE-6000,,,0.0,0.0,,,,-1,-1,Unknown
410,External Lock Washer 8,LE-7160,,,0.0,0.0,,,,-1,-1,Unknown
411,External Lock Washer 2,LE-8000,,,0.0,0.0,,,,-1,-1,Unknown
412,Internal Lock Washer 3,LI-1000,,,0.0,0.0,,,,-1,-1,Unknown
413,Internal Lock Washer 4,LI-1200,,,0.0,0.0,,,,-1,-1,Unknown
414,Internal Lock Washer 9,LI-1201,,,0.0,0.0,,,,-1,-1,Unknown
415,Internal Lock Washer 5,LI-1400,,,0.0,0.0,,,,-1,-1,Unknown
416,Internal Lock Washer 7,LI-3800,,,0.0,0.0,,,,-1,-1,Unknown
417,Internal Lock Washer 6,LI-5160,,,0.0,0.0,,,,-1,-1,Unknown
418,Internal Lock Washer 10,LI-5800,,,0.0,0.0,,,,-1,-1,Unknown
419,Internal Lock Washer 1,LI-6000,,,0.0,0.0,,,,-1,-1,Unknown
420,Internal Lock Washer 8,LI-7160,,,0.0,0.0,,,,-1,-1,Unknown
421,Internal Lock Washer 2,LI-8000,,,0.0,0.0,,,,-1,-1,Unknown
422,Thin-Jam Lock Nut 9,LJ-1213,,,0.0,0.0,,,,-1,-1,Unknown
423,Thin-Jam Lock Nut 10,LJ-1220,,,0.0,0.0,,,,-1,-1,Unknown
424,Thin-Jam Lock Nut 1,LJ-1420,,,0.0,0.0,,,,-1,-1,Unknown
425,Thin-Jam Lock Nut 2,LJ-1428,,,0.0,0.0,,,,-1,-1,Unknown
426,Thin-Jam Lock Nut 15,LJ-3410,,,0.0,0.0,,,,-1,-1,Unknown
427,Thin-Jam Lock Nut 16,LJ-3416,,,0.0,0.0,,,,-1,-1,Unknown
428,Thin-Jam Lock Nut 5,LJ-3816,,,0.0,0.0,,,,-1,-1,Unknown
429,Thin-Jam Lock Nut 6,LJ-3824,,,0.0,0.0,,,,-1,-1,Unknown
430,Thin-Jam Lock Nut 3,LJ-5161,,,0.0,0.0,,,,-1,-1,Unknown
431,Thin-Jam Lock Nut 4,LJ-5162,,,0.0,0.0,,,,-1,-1,Unknown
432,Thin-Jam Lock Nut 13,LJ-5811,,,0.0,0.0,,,,-1,-1,Unknown
433,Thin-Jam Lock Nut 14,LJ-5818,,,0.0,0.0,,,,-1,-1,Unknown
434,Thin-Jam Lock Nut 7,LJ-7161,,,0.0,0.0,,,,-1,-1,Unknown
435,Thin-Jam Lock Nut 8,LJ-7162,,,0.0,0.0,,,,-1,-1,Unknown
436,Thin-Jam Lock Nut 12,LJ-9080,,,0.0,0.0,,,,-1,-1,Unknown
437,Thin-Jam Lock Nut 11,LJ-9161,,,0.0,0.0,,,,-1,-1,Unknown
438,Lock Nut 5,LN-1024,,,0.0,0.0,,,,-1,-1,Unknown
439,Lock Nut 6,LN-1032,,,0.0,0.0,,,,-1,-1,Unknown
440,Lock Nut 16,LN-1213,,,0.0,0.0,,,,-1,-1,Unknown
441,Lock Nut 17,LN-1220,,,0.0,0.0,,,,-1,-1,Unknown
442,Lock Nut 7,LN-1224,,,0.0,0.0,,,,-1,-1,Unknown
443,Lock Nut 8,LN-1420,,,0.0,0.0,,,,-1,-1,Unknown
444,Lock Nut 9,LN-1428,,,0.0,0.0,,,,-1,-1,Unknown
445,Lock Nut 22,LN-3410,,,0.0,0.0,,,,-1,-1,Unknown
446,Lock Nut 23,LN-3416,,,0.0,0.0,,,,-1,-1,Unknown
447,Lock Nut 12,LN-3816,,,0.0,0.0,,,,-1,-1,Unknown
448,Lock Nut 13,LN-3824,,,0.0,0.0,,,,-1,-1,Unknown
449,Lock Nut 1,LN-4400,,,0.0,0.0,,,,-1,-1,Unknown
450,Lock Nut 10,LN-5161,,,0.0,0.0,,,,-1,-1,Unknown
451,Lock Nut 11,LN-5162,,,0.0,0.0,,,,-1,-1,Unknown
452,Lock Nut 2,LN-5400,,,0.0,0.0,,,,-1,-1,Unknown
453,Lock Nut 20,LN-5811,,,0.0,0.0,,,,-1,-1,Unknown
454,Lock Nut 21,LN-5818,,,0.0,0.0,,,,-1,-1,Unknown
455,Lock Nut 3,LN-6320,,,0.0,0.0,,,,-1,-1,Unknown
456,Lock Nut 14,LN-7161,,,0.0,0.0,,,,-1,-1,Unknown
457,Lock Nut 15,LN-7162,,,0.0,0.0,,,,-1,-1,Unknown
458,Lock Nut 4,LN-8320,,,0.0,0.0,,,,-1,-1,Unknown
459,Lock Nut 19,LN-9080,,,0.0,0.0,,,,-1,-1,Unknown
460,Lock Nut 18,LN-9161,,,0.0,0.0,,,,-1,-1,Unknown
462,Lower Head Race,LR-8520,,,0.0,0.0,,,,-1,-1,Unknown
463,Lock Washer 4,LW-1000,,,0.0,0.0,,,,-1,-1,Unknown
464,Lock Washer 5,LW-1200,,,0.0,0.0,,,,-1,-1,Unknown
465,Lock Washer 10,LW-1201,,,0.0,0.0,,,,-1,-1,Unknown
466,Lock Washer 6,LW-1400,,,0.0,0.0,,,,-1,-1,Unknown
467,Lock Washer 13,LW-3400,,,0.0,0.0,,,,-1,-1,Unknown
468,Lock Washer 8,LW-3800,,,0.0,0.0,,,,-1,-1,Unknown
469,Lock Washer 1,LW-4000,,,0.0,0.0,,,,-1,-1,Unknown
470,Lock Washer 7,LW-5160,,,0.0,0.0,,,,-1,-1,Unknown
471,Lock Washer 12,LW-5800,,,0.0,0.0,,,,-1,-1,Unknown
472,Lock Washer 2,LW-6000,,,0.0,0.0,,,,-1,-1,Unknown
473,Lock Washer 9,LW-7160,,,0.0,0.0,,,,-1,-1,Unknown
474,Lock Washer 3,LW-8000,,,0.0,0.0,,,,-1,-1,Unknown
475,Lock Washer 11,LW-9160,,,0.0,0.0,,,,-1,-1,Unknown
476,Metal Angle,MA-7075,,,0.0,0.0,,,,-1,-1,Unknown
477,Metal Bar 1,MB-2024,,,0.0,0.0,,,,-1,-1,Unknown
478,Metal Bar 2,MB-6061,,,0.0,0.0,,,,-1,-1,Unknown
479,Metal Plate 2,MP-2066,,,0.0,0.0,,,,-1,-1,Unknown
480,Metal Plate 1,MP-2503,,,0.0,0.0,,,,-1,-1,Unknown
481,Metal Plate 3,MP-4960,,,0.0,0.0,,,,-1,-1,Unknown
482,Metal Sheet 2,MS-0253,,,0.0,0.0,,,,-1,-1,Unknown
483,Metal Sheet 3,MS-1256,,,0.0,0.0,,,,-1,-1,Unknown
484,Metal Sheet 7,MS-1981,,,0.0,0.0,,,,-1,-1,Unknown
485,Metal Sheet 4,MS-2259,,,0.0,0.0,,,,-1,-1,Unknown
486,Metal Sheet 5,MS-2341,,,0.0,0.0,,,,-1,-1,Unknown
487,Metal Sheet 6,MS-2348,,,0.0,0.0,,,,-1,-1,Unknown
488,Metal Sheet 1,MS-6061,,,0.0,0.0,,,,-1,-1,Unknown
489,Metal Tread Plate,MT-1000,,,0.0,0.0,,,,-1,-1,Unknown
491,HL Nipple,NI-9522,,,0.0,0.0,,,,-1,-1,Unknown
497,Pinch Bolt,PB-6109,,,0.0,0.0,,,,-1,-1,Unknown
504,Cup-Shaped Race,RA-2345,,,0.0,0.0,,,,-1,-1,Unknown
505,Cone-Shaped Race,RA-7490,,,0.0,0.0,,,,-1,-1,Unknown
506,Reflector,RF-9198,,,0.0,0.0,,,,-1,-1,Unknown
527,Spokes,SK-9283,,,0.0,0.0,,,,-1,-1,Unknown
528,Seat Lug,SL-0931,,,0.0,0.0,,,,-1,-1,Unknown
324,Chain Stays,CS-2812,,,0.0,0.0,,,,-1,-1,Unknown
328,Mountain End Caps,EC-M092,,,0.0,0.0,,,,-1,-1,Unknown
329,Road End Caps,EC-R098,,,0.0,0.0,,,,-1,-1,Unknown
330,Touring End Caps,EC-T209,,,0.0,0.0,,,,-1,-1,Unknown
490,LL Nipple,NI-4127,,,0.0,0.0,,L,,-1,-1,Unknown
3,BB Ball Bearing,BE-2349,,,0.0,0.0,,,,-1,-1,Unknown
4,Headset Ball Bearings,BE-2908,,,0.0,0.0,,,,-1,-1,Unknown
316,Blade,BL-2036,,,0.0,0.0,,,,-1,-1,Unknown
327,Down Tube,DT-2377,,,0.0,0.0,,,,-1,-1,Unknown
331,Fork End,FE-3760,,,0.0,0.0,,,,-1,-1,Unknown
350,Fork Crown,FC-3654,,,0.0,0.0,,,,-1,-1,Unknown
355,Guide Pulley,GP-0982,,,0.0,0.0,,,,-1,-1,Unknown
356,LL Grip Tape,GT-0820,,,0.0,0.0,,L,,-1,-1,Unknown
357,ML Grip Tape,GT-1209,,,0.0,0.0,,M,,-1,-1,Unknown
358,HL Grip Tape,GT-2908,,,0.0,0.0,,,,-1,-1,Unknown
398,Handlebar Tube,HT-2981,,,0.0,0.0,,,,-1,-1,Unknown
399,Head Tube,HT-8019,,,0.0,0.0,,,,-1,-1,Unknown
400,LL Hub,HU-6280,,,0.0,0.0,,L,,-1,-1,Unknown
401,HL Hub,HU-8998,,,0.0,0.0,,,,-1,-1,Unknown
492,Paint - Black,PA-187B,,,0.0,0.0,,,,-1,-1,Unknown
493,Paint - Red,PA-361R,,,0.0,0.0,,,,-1,-1,Unknown
494,Paint - Silver,PA-529S,,,0.0,0.0,,,,-1,-1,Unknown
495,Paint - Blue,PA-632U,,,0.0,0.0,,,,-1,-1,Unknown
496,Paint - Yellow,PA-823Y,,,0.0,0.0,,,,-1,-1,Unknown
523,LL Spindle/Axle,SD-2342,,,0.0,0.0,,L,,-1,-1,Unknown
524,HL Spindle/Axle,SD-9872,,,0.0,0.0,,,,-1,-1,Unknown
525,LL Shell,SH-4562,,,0.0,0.0,,L,,-1,-1,Unknown
526,HL Shell,SH-9312,,,0.0,0.0,,,,-1,-1,Unknown
529,Stem,SM-9087,,,0.0,0.0,,,,-1,-1,Unknown
530,Seat Post,SP-2981,,,0.0,0.0,,,,-1,-1,Unknown
531,Steerer,SR-2098,,,0.0,0.0,,,,-1,-1,Unknown
532,Seat Stays,SS-2985,,,0.0,0.0,,,,-1,-1,Unknown
533,Seat Tube,ST-9828,,,0.0,0.0,,,,-1,-1,Unknown
534,Top Tube,TO-2301,,,0.0,0.0,,,,-1,-1,Unknown
535,Tension Pulley,TP-0923,,,0.0,0.0,,,,-1,-1,Unknown
317,LL Crankarm,CA-5965,Black,,0.0,0.0,,L,,-1,-1,Unknown
318,ML Crankarm,CA-6738,Black,,0.0,0.0,,M,,-1,-1,Unknown
319,HL Crankarm,CA-7457,Black,,0.0,0.0,,,,-1,-1,Unknown
320,Chainring Bolts,CB-2903,Silver,,0.0,0.0,,,,-1,-1,Unknown
321,Chainring Nut,CN-6137,Silver,,0.0,0.0,,,,-1,-1,Unknown
322,Chainring,CR-7833,Black,,0.0,0.0,,,,-1,-1,Unknown
332,Freewheel,FH-2981,Silver,,0.0,0.0,,,,-1,-1,Unknown
351,Front Derailleur Cage,FC-3982,Silver,,0.0,0.0,,,,-1,-1,Unknown
352,Front Derailleur Linkage,FL-2301,Silver,,0.0,0.0,,,,-1,-1,Unknown
461,Lock Ring,LR-2398,Silver,,0.0,0.0,,,,-1,-1,Unknown
679,Rear Derailleur Cage,RC-0291,Silver,,0.0,0.0,,,,-1,-1,Unknown
712,AWC Logo Cap,CA-1098,Multi,,6.9223,8.99,S,,U,19,3,Clothing
514,LL Mountain Seat Assembly,SA-M198,,,98.77,133.34,,L,,-1,-1,Unknown
515,ML Mountain Seat Assembly,SA-M237,,,108.99,147.14,,M,,-1,-1,Unknown
516,HL Mountain Seat Assembly,SA-M687,,,145.87,196.92,,,,-1,-1,Unknown
517,LL Road Seat Assembly,SA-R127,,,98.77,133.34,,L,,-1,-1,Unknown
518,ML Road Seat Assembly,SA-R430,,,108.99,147.14,,M,,-1,-1,Unknown
519,HL Road Seat Assembly,SA-R522,,,145.87,196.92,,,,-1,-1,Unknown
520,LL Touring Seat Assembly,SA-T467,,,98.77,133.34,,L,,-1,-1,Unknown
521,ML Touring Seat Assembly,SA-T612,,,108.99,147.14,,M,,-1,-1,Unknown
522,HL Touring Seat Assembly,SA-T872,,,145.87,196.92,,,,-1,-1,Unknown
707,"Sport-100 Helmet, Red",HL-U509-R,Red,,13.0863,34.99,S,,,31,4,Accessories
708,"Sport-100 Helmet, Black",HL-U509,Black,,13.0863,34.99,S,,,31,4,Accessories
711,"Sport-100 Helmet, Blue",HL-U509-B,Blue,,13.0863,34.99,S,,,31,4,Accessories
802,LL Fork,FK-1639,,,65.8097,148.22,,L,,10,2,Components
803,ML Fork,FK-5136,,,77.9176,175.49,,M,,10,2,Components
804,HL Fork,FK-9939,,,101.8936,229.49,,H,,10,2,Components
805,LL Headset,HS-0296,,,15.1848,34.2,,L,,11,2,Components
806,ML Headset,HS-2451,,,45.4168,102.29,,M,,11,2,Components
807,HL Headset,HS-3479,,,55.3801,124.73,,H,,11,2,Components
808,LL Mountain Handlebars,HB-M243,,,19.7758,44.54,M,L,,4,2,Components
809,ML Mountain Handlebars,HB-M763,,,27.4925,61.92,M,M,,4,2,Components
810,HL Mountain Handlebars,HB-M918,,,53.3999,120.27,M,H,,4,2,Components
811,LL Road Handlebars,HB-R504,,,19.7758,44.54,R,L,,4,2,Components
812,ML Road Handlebars,HB-R720,,,27.4925,61.92,R,M,,4,2,Components
813,HL Road Handlebars,HB-R956,,,53.3999,120.27,R,H,,4,2,Components
815,LL Mountain Front Wheel,FW-M423,Black,,26.9708,60.745,M,L,,17,2,Components
816,ML Mountain Front Wheel,FW-M762,Black,,92.8071,209.025,M,M,,17,2,Components
817,HL Mountain Front Wheel,FW-M928,Black,,133.2955,300.215,M,H,,17,2,Components
821,Touring Front Wheel,FW-T905,Black,,96.7964,218.01,T,,,17,2,Components
823,LL Mountain Rear Wheel,RW-M423,Black,,38.9588,87.745,M,L,,17,2,Components
824,ML Mountain Rear Wheel,RW-M762,Black,,104.7951,236.025,M,M,,17,2,Components
825,HL Mountain Rear Wheel,RW-M928,Black,,145.2835,327.215,M,H,,17,2,Components
829,Touring Rear Wheel,RW-T905,Black,,108.7844,245.01,T,,,17,2,Components
842,"Touring-Panniers, Large",PA-T100,Grey,,51.5625,125.0,T,,,35,4,Accessories
843,Cable Lock,LO-C100,,,10.3125,25.0,S,,,34,4,Accessories
844,Minipump,PU-0452,,,8.2459,19.99,S,,,36,4,Accessories
845,Mountain Pump,PU-M044,,,10.3084,24.99,M,,,36,4,Accessories
846,Taillights - Battery-Powered,LT-T990,,,5.7709,13.99,R,,,33,4,Accessories
847,Headlights - Dual-Beam,LT-H902,,,14.4334,34.99,R,,,33,4,Accessories
848,Headlights - Weatherproof,LT-H903,,,18.5584,44.99,R,,,33,4,Accessories
870,Water Bottle - 30 oz.,WB-H098,,,1.8663,4.99,S,,,28,4,Accessories
871,Mountain Bottle Cage,BC-M005,,,3.7363,9.99,M,,,28,4,Accessories
872,Road Bottle Cage,BC-R205,,,3.3623,8.99,R,,,28,4,Accessories
873,Patch Kit/8 Patches,PK-7098,,,0.8565,2.29,S,,,37,4,Accessories
876,Hitch Rack - 4-Bike,RA-H123,,,44.88,120.0,S,,,26,4,Accessories
877,Bike Wash - Dissolver,CL-9009,,,2.9733,7.95,S,,,29,4,Accessories
878,Fender Set - Mountain,FE-6654,,,8.2205,21.98,M,,,30,4,Accessories
879,All-Purpose Bike Stand,ST-1401,,,59.466,159.0,M,,,27,4,Accessories
908,LL Mountain Seat/Saddle,SE-M236,,,12.0413,27.12,M,L,,15,2,Components
909,ML Mountain Seat/Saddle,SE-M798,,,17.3782,39.14,M,M,,15,2,Components
910,HL Mountain Seat/Saddle,SE-M940,,,23.3722,52.64,M,H,,15,2,Components
911,LL Road Seat/Saddle,SE-R581,,,12.0413,27.12,R,L,,15,2,Components
912,ML Road Seat/Saddle,SE-R908,,,17.3782,39.14,T,M,,15,2,Components
913,HL Road Seat/Saddle,SE-R995,,,23.3722,52.64,R,H,,15,2,Components
914,LL Touring Seat/Saddle,SE-T312,,,12.0413,27.12,T,L,,15,2,Components
915,ML Touring Seat/Saddle,SE-T762,,,17.3782,39.14,T,M,,15,2,Components
916,HL Touring Seat/Saddle,SE-T924,,,23.3722,52.64,T,H,,15,2,Components
921,Mountain Tire Tube,TT-M928,,,1.8663,4.99,M,,,37,4,Accessories
922,Road Tire Tube,TT-R982,,,1.4923,3.99,R,,,37,4,Accessories
923,Touring Tire Tube,TT-T092,,,1.8663,4.99,T,,,37,4,Accessories
928,LL Mountain Tire,TI-M267,,,9.3463,24.99,M,L,,37,4,Accessories
929,ML Mountain Tire,TI-M602,,,11.2163,29.99,M,M,,37,4,Accessories
930,HL Mountain Tire,TI-M823,,,13.09,35.0,M,H,,37,4,Accessories
931,LL Road Tire,TI-R092,,,8.0373,21.49,R,L,,37,4,Accessories
932,ML Road Tire,TI-R628,,,9.3463,24.99,R,M,,37,4,Accessories
933,HL Road Tire,TI-R982,,,12.1924,32.6,R,H,,37,4,Accessories
934,Touring Tire,TI-T723,,,10.8423,28.99,T,,,37,4,Accessories
941,Touring Pedal,PD-T852,Silver/Black,,35.9596,80.99,T,,,13,2,Components
946,LL Touring Handlebars,HB-T721,,,20.464,46.09,T,L,,4,2,Components
947,HL Touring Handlebars,HB-T928,,,40.6571,91.57,T,H,,4,2,Components
952,Chain,CH-0234,Silver,,8.9866,20.24,,,,7,2,Components
709,"Mountain Bike Socks, M",SO-B909-M,White,M,3.3963,9.5,M,,U,23,3,Clothing
710,"Mountain Bike Socks, L",SO-B909-L,White,L,3.3963,9.5,M,,U,23,3,Clothing
713,"Long-Sleeve Logo Jersey, S",LJ-0192-S,Multi,S,38.4923,49.99,S,,U,21,3,Clothing
714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,Multi,M,38.4923,49.99,S,,U,21,3,Clothing
715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,Multi,L,38.4923,49.99,S,,U,21,3,Clothing
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,Multi,XL,38.4923,49.99,S,,U,21,3,Clothing
841,"Men's Sports Shorts, S",SH-M897-S,Black,S,24.7459,59.99,S,,M,22,3,Clothing
849,"Men's Sports Shorts, M",SH-M897-M,Black,M,24.7459,59.99,S,,M,22,3,Clothing
850,"Men's Sports Shorts, L",SH-M897-L,Black,L,24.7459,59.99,S,,M,22,3,Clothing
851,"Men's Sports Shorts, XL",SH-M897-X,Black,XL,24.7459,59.99,S,,M,22,3,Clothing
852,"Women's Tights, S",TG-W091-S,Black,S,30.9334,74.99,S,,W,24,3,Clothing
853,"Women's Tights, M",TG-W091-M,Black,M,30.9334,74.99,S,,W,24,3,Clothing
854,"Women's Tights, L",TG-W091-L,Black,L,30.9334,74.99,S,,W,24,3,Clothing
855,"Men's Bib-Shorts, S",SB-M891-S,Multi,S,37.1209,89.99,S,,M,18,3,Clothing
856,"Men's Bib-Shorts, M",SB-M891-M,Multi,M,37.1209,89.99,S,,M,18,3,Clothing
857,"Men's Bib-Shorts, L",SB-M891-L,Multi,L,37.1209,89.99,S,,M,18,3,Clothing
858,"Half-Finger Gloves, S",GL-H102-S,Black,S,9.1593,24.49,S,,U,20,3,Clothing
859,"Half-Finger Gloves, M",GL-H102-M,Black,M,9.1593,24.49,S,,U,20,3,Clothing
860,"Half-Finger Gloves, L",GL-H102-L,Black,L,9.1593,24.49,S,,U,20,3,Clothing
861,"Full-Finger Gloves, S",GL-F110-S,Black,S,15.6709,37.99,M,,U,20,3,Clothing
862,"Full-Finger Gloves, M",GL-F110-M,Black,M,15.6709,37.99,M,,U,20,3,Clothing
863,"Full-Finger Gloves, L",GL-F110-L,Black,L,15.6709,37.99,M,,U,20,3,Clothing
864,"Classic Vest, S",VE-C304-S,Blue,S,23.749,63.5,S,,U,25,3,Clothing
865,"Classic Vest, M",VE-C304-M,Blue,M,23.749,63.5,S,,U,25,3,Clothing
866,"Classic Vest, L",VE-C304-L,Blue,L,23.749,63.5,S,,U,25,3,Clothing
867,"Women's Mountain Shorts, S",SH-W890-S,Black,S,26.1763,69.99,M,,W,22,3,Clothing
868,"Women's Mountain Shorts, M",SH-W890-M,Black,M,26.1763,69.99,M,,W,22,3,Clothing
869,"Women's Mountain Shorts, L",SH-W890-L,Black,L,26.1763,69.99,M,,W,22,3,Clothing
874,"Racing Socks, M",SO-R809-M,White,M,3.3623,8.99,R,,U,23,3,Clothing
875,"Racing Socks, L",SO-R809-L,White,L,3.3623,8.99,R,,U,23,3,Clothing
880,Hydration Pack - 70 oz.,HY-1023-70,Silver,70,20.5663,54.99,S,,,32,4,Accessories
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,Yellow,S,41.5723,53.99,S,,U,21,3,Clothing
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,Yellow,M,41.5723,53.99,S,,U,21,3,Clothing
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,Yellow,L,41.5723,53.99,S,,U,21,3,Clothing
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,Yellow,XL,41.5723,53.99,S,,U,21,3,Clothing
507,LL Mountain Rim,RM-M464,,,0.0,0.0,,L,,-1,-1,Unknown
508,ML Mountain Rim,RM-M692,,,0.0,0.0,,M,,-1,-1,Unknown
509,HL Mountain Rim,RM-M823,,,0.0,0.0,,,,-1,-1,Unknown
510,LL Road Rim,RM-R436,,,0.0,0.0,,L,,-1,-1,Unknown
511,ML Road Rim,RM-R600,,,0.0,0.0,,M,,-1,-1,Unknown
512,HL Road Rim,RM-R800,,,0.0,0.0,,,,-1,-1,Unknown
513,Touring Rim,RM-T801,,,0.0,0.0,,,,-1,-1,Unknown
818,LL Road Front Wheel,FW-R623,Black,,37.9909,85.565,R,L,,17,2,Components
819,ML Road Front Wheel,FW-R762,Black,,110.2829,248.385,R,M,,17,2,Components
820,HL Road Front Wheel,FW-R820,Black,,146.5466,330.06,R,H,,17,2,Components
826,LL Road Rear Wheel,RW-R623,Black,,49.9789,112.565,R,L,,17,2,Components
827,ML Road Rear Wheel,RW-R762,Black,,122.2709,275.385,R,M,,17,2,Components
828,HL Road Rear Wheel,RW-R820,Black,,158.5346,357.06,R,H,,17,2,Components
894,Rear Derailleur,RD-2308,Silver,,53.9282,121.46,,,,9,2,Components
907,Rear Brakes,RB-9231,Silver,,47.286,106.5,,,,6,2,Components
935,LL Mountain Pedal,PD-M282,Silver/Black,,17.9776,40.49,M,L,,13,2,Components
936,ML Mountain Pedal,PD-M340,Silver/Black,,27.568,62.09,M,M,,13,2,Components
