SalesOrderDetailKey,OrderKey,DateKey,CustomerKey,ProductKey,TerritoryKey,Quantity,UnitPrice,DiscountRate,SalesAmount,StoreKey
38164,51327,20130608,27745,870,9,1,4.990000,0.000000,4.990000,
38170,51329,20130608,26312,870,1,1,4.990000,0.000000,4.990000,
38192,51339,20130609,12462,870,8,1,4.990000,0.000000,4.990000,
38203,51343,20130609,11439,870,7,1,4.990000,0.000000,4.990000,
38211,51345,20130609,11267,870,4,1,4.990000,0.000000,4.990000,
38245,51356,20130609,19393,870,4,1,4.990000,0.000000,4.990000,
38255,51359,20130610,18240,870,9,1,4.990000,0.000000,4.990000,
38260,51360,20130610,11388,870,10,1,4.990000,0.000000,4.990000,
38272,51363,20130610,15557,870,4,1,4.990000,0.000000,4.990000,
38285,51369,20130610,24434,870,1,1,4.990000,0.000000,4.990000,
38289,51370,20130610,24417,870,4,1,4.990000,0.000000,4.990000,
38294,51371,20130610,22259,870,1,1,4.990000,0.000000,4.990000,
38322,51384,20130611,11103,870,9,1,4.990000,0.000000,4.990000,
38336,51387,20130611,11942,870,9,1,4.990000,0.000000,4.990000,
38348,51392,20130612,16388,870,7,1,4.990000,0.000000,4.990000,
38375,51404,20130612,21469,870,4,1,4.990000,0.000000,4.990000,
38399,51411,20130613,11239,870,10,1,4.990000,0.000000,4.990000,
38417,51417,20130613,11281,870,4,1,4.990000,0.000000,4.990000,
38421,51418,20130613,26658,870,9,1,4.990000,0.000000,4.990000,
38459,51431,20130614,11063,870,1,1,4.990000,0.000000,4.990000,
38469,51435,20130614,24413,870,4,1,4.990000,0.000000,4.990000,
38476,51437,20130614,21488,870,4,1,4.990000,0.000000,4.990000,
38482,51439,20130614,21017,870,7,1,4.990000,0.000000,4.990000,
38516,51452,20130615,22254,870,1,1,4.990000,0.000000,4.990000,
38523,51454,20130615,14198,870,8,1,4.990000,0.000000,4.990000,
38556,51467,20130617,16805,870,1,1,4.990000,0.000000,4.990000,
38573,51473,20130617,18907,870,9,1,4.990000,0.000000,4.990000,
38579,51475,20130617,22436,870,8,1,4.990000,0.000000,4.990000,
38586,51478,20130618,18213,870,9,1,4.990000,0.000000,4.990000,
38591,51479,20130618,16687,870,9,1,4.990000,0.000000,4.990000,
38616,51487,20130618,15555,870,4,1,4.990000,0.000000,4.990000,
38620,51488,20130618,20036,870,4,1,4.990000,0.000000,4.990000,
38636,51493,20130618,11001,870,9,1,4.990000,0.000000,4.990000,
38656,51500,20130618,21014,870,7,1,4.990000,0.000000,4.990000,
38664,51502,20130619,19475,870,7,1,4.990000,0.000000,4.990000,
38681,51509,20130619,22393,870,8,1,4.990000,0.000000,4.990000,
38691,51512,20130620,11403,870,7,1,4.990000,0.000000,4.990000,
38704,51517,20130620,20039,870,1,1,4.990000,0.000000,4.990000,
38706,51518,20130620,16132,870,6,1,4.990000,0.000000,4.990000,
38719,51523,20130620,24427,870,4,1,4.990000,0.000000,4.990000,
38723,51524,20130620,21470,870,4,1,4.990000,0.000000,4.990000,
38737,51529,20130621,18222,870,9,1,4.990000,0.000000,4.990000,
38741,51531,20130621,11337,870,10,1,4.990000,0.000000,4.990000,
38766,51543,20130622,18210,870,9,1,4.990000,0.000000,4.990000,
38773,51546,20130622,26381,870,8,1,4.990000,0.000000,4.990000,
38779,51548,20130622,19424,870,10,1,4.990000,0.000000,4.990000,
38783,51549,20130622,21858,870,10,1,4.990000,0.000000,4.990000,
38790,51551,20130622,13058,870,4,1,4.990000,0.000000,4.990000,
38801,51554,20130622,11266,870,1,1,4.990000,0.000000,4.990000,
38807,51555,20130622,11037,870,6,1,4.990000,0.000000,4.990000,
38835,51565,20130622,25085,870,4,1,4.990000,0.000000,4.990000,
38838,51566,20130622,24414,870,4,1,4.990000,0.000000,4.990000,
38847,51569,20130622,15017,870,4,1,4.990000,0.000000,4.990000,
38868,51579,20130623,26656,870,9,1,4.990000,0.000000,4.990000,
38873,51580,20130623,18900,870,9,1,4.990000,0.000000,4.990000,
38891,51586,20130624,18207,870,9,1,4.990000,0.000000,4.990000,
38952,51611,20130625,18902,870,9,1,4.990000,0.000000,4.990000,
38960,51613,20130625,16098,870,6,1,4.990000,0.000000,4.990000,
38967,51616,20130625,21466,870,1,1,4.990000,0.000000,4.990000,
38971,51617,20130625,22441,870,8,1,4.990000,0.000000,4.990000,
39000,51627,20130626,28206,870,9,1,4.990000,0.000000,4.990000,
39008,51630,20130626,19199,870,4,1,4.990000,0.000000,4.990000,
39041,51645,20130627,15552,870,1,1,4.990000,0.000000,4.990000,
39050,51648,20130627,11145,870,1,1,4.990000,0.000000,4.990000,
39053,51649,20130627,11124,870,9,1,4.990000,0.000000,4.990000,
39080,51660,20130628,12461,870,8,1,4.990000,0.000000,4.990000,
39089,51663,20130628,16327,870,8,1,4.990000,0.000000,4.990000,
39093,51664,20130628,13742,870,1,1,4.990000,0.000000,4.990000,
39098,51666,20130628,19264,870,9,1,4.990000,0.000000,4.990000,
39111,51672,20130629,19435,870,10,1,4.990000,0.000000,4.990000,
39122,51675,20130629,15548,870,4,1,4.990000,0.000000,4.990000,
39140,51683,20130629,11095,870,9,1,4.990000,0.000000,4.990000,
39145,51684,20130629,11451,870,9,1,4.990000,0.000000,4.990000,
39156,51689,20130629,26825,870,8,1,4.990000,0.000000,4.990000,
42933,51880,20130630,12204,870,1,1,4.990000,0.000000,4.990000,
42970,51897,20130630,13199,870,6,1,4.990000,0.000000,4.990000,
42974,51898,20130630,15507,870,6,1,4.990000,0.000000,4.990000,
42976,51899,20130630,16982,870,4,1,4.990000,0.000000,4.990000,
43011,51913,20130630,14329,870,4,1,4.990000,0.000000,4.990000,
43024,51918,20130630,22330,870,4,1,4.990000,0.000000,4.990000,
43042,51925,20130701,11091,870,6,1,4.990000,0.000000,4.990000,
43051,51928,20130701,29307,870,9,1,4.990000,0.000000,4.990000,
43077,51940,20130701,14291,870,6,1,4.990000,0.000000,4.990000,
43080,51941,20130701,20537,870,4,1,4.990000,0.000000,4.990000,
43088,51944,20130701,18454,870,4,1,4.990000,0.000000,4.990000,
43091,51946,20130701,12054,870,6,1,4.990000,0.000000,4.990000,
43093,51947,20130701,16781,870,4,1,4.990000,0.000000,4.990000,
43107,51952,20130701,24094,870,10,1,4.990000,0.000000,4.990000,
43112,51954,20130701,20958,870,8,1,4.990000,0.000000,4.990000,
43134,51963,20130701,24063,870,7,1,4.990000,0.000000,4.990000,
43138,51964,20130701,18309,870,9,1,4.990000,0.000000,4.990000,
43145,51966,20130702,13540,870,8,1,4.990000,0.000000,4.990000,
43150,51967,20130702,12807,870,8,1,4.990000,0.000000,4.990000,
43164,51971,20130702,16609,870,9,1,4.990000,0.000000,4.990000,
43175,51978,20130702,19969,870,9,1,4.990000,0.000000,4.990000,
43194,51988,20130702,13491,870,6,1,4.990000,0.000000,4.990000,
43195,51989,20130702,21918,870,4,1,4.990000,0.000000,4.990000,
43199,51990,20130702,12165,870,6,1,4.990000,0.000000,4.990000,
43220,51999,20130702,25799,870,10,1,4.990000,0.000000,4.990000,
43230,52002,20130702,11632,870,6,1,4.990000,0.000000,4.990000,
43276,52019,20130703,23411,870,9,1,4.990000,0.000000,4.990000,
43287,52024,20130703,19087,870,9,1,4.990000,0.000000,4.990000,
43290,52025,20130703,18293,870,9,1,4.990000,0.000000,4.990000,
43292,52026,20130703,29287,870,9,1,4.990000,0.000000,4.990000,
43304,52033,20130703,16427,870,10,1,4.990000,0.000000,4.990000,
43314,52039,20130703,21762,870,1,1,4.990000,0.000000,4.990000,
43326,52044,20130703,17276,870,1,1,4.990000,0.000000,4.990000,
43338,52050,20130703,21861,870,7,1,4.990000,0.000000,4.990000,
43341,52052,20130703,25801,870,10,1,4.990000,0.000000,4.990000,
43349,52055,20130703,13234,870,1,1,4.990000,0.000000,4.990000,
43358,52058,20130703,11325,870,1,1,4.990000,0.000000,4.990000,
43377,52066,20130704,12533,870,1,1,4.990000,0.000000,4.990000,
43389,52072,20130704,11113,870,9,1,4.990000,0.000000,4.990000,
43418,52084,20130704,14446,870,6,1,4.990000,0.000000,4.990000,
43420,52085,20130704,14561,870,6,1,4.990000,0.000000,4.990000,
43426,52088,20130704,13860,870,6,1,4.990000,0.000000,4.990000,
43433,52093,20130704,17685,870,1,1,4.990000,0.000000,4.990000,
43454,52102,20130704,12724,870,8,1,4.990000,0.000000,4.990000,
43463,52105,20130704,11522,870,1,1,4.990000,0.000000,4.990000,
43470,52108,20130705,11394,870,10,1,4.990000,0.000000,4.990000,
43499,52121,20130705,24093,870,10,1,4.990000,0.000000,4.990000,
43519,52130,20130705,22338,870,4,1,4.990000,0.000000,4.990000,
43522,52132,20130705,18664,870,1,1,4.990000,0.000000,4.990000,
43524,52133,20130705,16953,870,4,1,4.990000,0.000000,4.990000,
43532,52137,20130705,21120,870,8,1,4.990000,0.000000,4.990000,
43575,52154,20130706,18251,870,9,1,4.990000,0.000000,4.990000,
43578,52156,20130706,16703,870,9,1,4.990000,0.000000,4.990000,
43587,52159,20130706,11996,870,9,1,4.990000,0.000000,4.990000,
43597,52162,20130706,11380,870,8,1,4.990000,0.000000,4.990000,
43607,52166,20130706,28533,870,9,1,4.990000,0.000000,4.990000,
43610,52167,20130706,19499,870,10,1,4.990000,0.000000,4.990000,
43635,52178,20130706,16870,870,6,1,4.990000,0.000000,4.990000,
43638,52179,20130706,23249,870,1,1,4.990000,0.000000,4.990000,
43641,52181,20130706,13732,870,6,1,4.990000,0.000000,4.990000,
43644,52183,20130706,17506,870,4,1,4.990000,0.000000,4.990000,
43648,52185,20130706,24746,870,6,1,4.990000,0.000000,4.990000,
43649,52186,20130706,16814,870,4,1,4.990000,0.000000,4.990000,
43651,52187,20130706,18110,870,4,1,4.990000,0.000000,4.990000,
43692,52205,20130706,18700,870,9,1,4.990000,0.000000,4.990000,
43697,52206,20130706,17514,870,9,1,4.990000,0.000000,4.990000,
43700,52207,20130706,11056,870,9,1,4.990000,0.000000,4.990000,
43714,52210,20130706,18308,870,9,1,4.990000,0.000000,4.990000,
43770,52232,20130707,22038,870,4,1,4.990000,0.000000,4.990000,
43777,52235,20130707,23277,870,4,1,4.990000,0.000000,4.990000,
43784,52237,20130707,14604,870,6,1,4.990000,0.000000,4.990000,
43786,52238,20130707,20696,870,1,1,4.990000,0.000000,4.990000,
43791,52240,20130707,26505,870,6,1,4.990000,0.000000,4.990000,
43793,52241,20130707,17447,870,4,1,4.990000,0.000000,4.990000,
43795,52242,20130707,18102,870,4,1,4.990000,0.000000,4.990000,
43811,52248,20130707,14704,870,7,1,4.990000,0.000000,4.990000,
43853,52265,20130707,15558,870,1,1,4.990000,0.000000,4.990000,
43861,52267,20130707,11529,870,1,1,4.990000,0.000000,4.990000,
43864,52268,20130707,25752,870,7,1,4.990000,0.000000,4.990000,
43883,52274,20130707,24529,870,4,1,4.990000,0.000000,4.990000,
43885,52275,20130707,21609,870,4,1,4.990000,0.000000,4.990000,
43889,52276,20130707,21059,870,7,1,4.990000,0.000000,4.990000,
43901,52279,20130708,18249,870,9,1,4.990000,0.000000,4.990000,
43910,52281,20130708,14051,870,9,1,4.990000,0.000000,4.990000,
43921,52286,20130708,11146,870,9,1,4.990000,0.000000,4.990000,
43930,52289,20130708,22839,870,9,1,4.990000,0.000000,4.990000,
43958,52301,20130708,25839,870,4,1,4.990000,0.000000,4.990000,
43966,52304,20130708,12202,870,6,1,4.990000,0.000000,4.990000,
43968,52305,20130708,25335,870,6,1,4.990000,0.000000,4.990000,
43970,52306,20130708,18095,870,4,1,4.990000,0.000000,4.990000,
43983,52311,20130708,21868,870,8,1,4.990000,0.000000,4.990000,
43986,52312,20130708,29428,870,8,1,4.990000,0.000000,4.990000,
43994,52317,20130708,11350,870,10,1,4.990000,0.000000,4.990000,
44018,52324,20130708,28535,870,9,1,4.990000,0.000000,4.990000,
44032,52329,20130709,11480,870,7,1,4.990000,0.000000,4.990000,
44068,52344,20130709,18569,870,1,1,4.990000,0.000000,4.990000,
44069,52345,20130709,17540,870,1,1,4.990000,0.000000,4.990000,
44073,52347,20130709,13285,870,6,1,4.990000,0.000000,4.990000,
44077,52349,20130709,23679,870,6,1,4.990000,0.000000,4.990000,
44086,52353,20130709,16539,870,8,1,4.990000,0.000000,4.990000,
44096,52356,20130709,20981,870,8,1,4.990000,0.000000,4.990000,
44111,52361,20130709,19771,870,9,1,4.990000,0.000000,4.990000,
44130,52369,20130710,23629,870,10,1,4.990000,0.000000,4.990000,
44161,52383,20130710,16085,870,6,1,4.990000,0.000000,4.990000,
44166,52386,20130710,11331,870,6,1,4.990000,0.000000,4.990000,
44172,52388,20130710,13458,870,1,1,4.990000,0.000000,4.990000,
44179,52391,20130710,17630,870,8,1,4.990000,0.000000,4.990000,
44191,52397,20130710,11683,870,4,1,4.990000,0.000000,4.990000,
44196,52398,20130710,20159,870,9,1,4.990000,0.000000,4.990000,
44200,52400,20130710,24523,870,4,1,4.990000,0.000000,4.990000,
44222,52409,20130711,11412,870,8,1,4.990000,0.000000,4.990000,
44243,52418,20130711,23618,870,10,1,4.990000,0.000000,4.990000,
44269,52430,20130711,20391,870,4,1,4.990000,0.000000,4.990000,
44271,52431,20130711,17368,870,1,1,4.990000,0.000000,4.990000,
44276,52434,20130711,26348,870,6,1,4.990000,0.000000,4.990000,
44286,52438,20130711,22491,870,8,1,4.990000,0.000000,4.990000,
44287,52439,20130711,22455,870,8,1,4.990000,0.000000,4.990000,
44317,52451,20130711,13060,870,4,1,4.990000,0.000000,4.990000,
44327,52454,20130711,11243,870,10,1,4.990000,0.000000,4.990000,
44337,52458,20130711,11457,870,9,1,4.990000,0.000000,4.990000,
44359,52465,20130711,22462,870,8,1,4.990000,0.000000,4.990000,
44363,52468,20130711,16713,870,9,1,4.990000,0.000000,4.990000,
44369,52469,20130712,11406,870,7,1,4.990000,0.000000,4.990000,
44376,52471,20130712,11953,870,1,1,4.990000,0.000000,4.990000,
44423,52492,20130712,22052,870,4,1,4.990000,0.000000,4.990000,
44430,52496,20130712,18384,870,1,1,4.990000,0.000000,4.990000,
44443,52502,20130712,13848,870,1,1,4.990000,0.000000,4.990000,
44447,52504,20130712,19327,870,7,1,4.990000,0.000000,4.990000,
44461,52509,20130712,17601,870,6,1,4.990000,0.000000,4.990000,
44474,52513,20130712,11618,870,6,1,4.990000,0.000000,4.990000,
44482,52516,20130712,11946,870,9,1,4.990000,0.000000,4.990000,
44488,52518,20130712,23172,870,6,1,4.990000,0.000000,4.990000,
44528,52534,20130713,20861,870,8,1,4.990000,0.000000,4.990000,
44540,52539,20130713,22055,870,4,1,4.990000,0.000000,4.990000,
44542,52540,20130713,14582,870,6,1,4.990000,0.000000,4.990000,
44551,52544,20130713,23682,870,6,1,4.990000,0.000000,4.990000,
44560,52549,20130713,19277,870,7,1,4.990000,0.000000,4.990000,
44596,52566,20130713,11227,870,4,1,4.990000,0.000000,4.990000,
44601,52568,20130713,26667,870,9,1,4.990000,0.000000,4.990000,
44604,52569,20130713,19766,870,9,1,4.990000,0.000000,4.990000,
44609,52570,20130713,21647,870,1,1,4.990000,0.000000,4.990000,
44613,52571,20130713,19402,870,4,1,4.990000,0.000000,4.990000,
44617,52572,20130713,19529,870,1,1,4.990000,0.000000,4.990000,
44623,52575,20130713,21061,870,7,1,4.990000,0.000000,4.990000,
44640,52581,20130714,19570,870,9,1,4.990000,0.000000,4.990000,
44644,52582,20130714,22924,870,9,1,4.990000,0.000000,4.990000,
44662,52590,20130714,21442,870,4,1,4.990000,0.000000,4.990000,
44663,52591,20130714,18053,870,5,1,4.990000,0.000000,4.990000,
44665,52592,20130714,17014,870,4,1,4.990000,0.000000,4.990000,
44672,52595,20130714,18926,870,6,1,4.990000,0.000000,4.990000,
44685,52601,20130714,23989,870,10,1,4.990000,0.000000,4.990000,
44714,52612,20130714,22653,870,10,1,4.990000,0.000000,4.990000,
44721,52614,20130714,21033,870,7,1,4.990000,0.000000,4.990000,
44727,52616,20130715,11485,870,10,1,4.990000,0.000000,4.990000,
44729,52617,20130715,11957,870,1,1,4.990000,0.000000,4.990000,
44740,52621,20130715,29290,870,9,1,4.990000,0.000000,4.990000,
44759,52631,20130715,21715,870,1,1,4.990000,0.000000,4.990000,
44761,52632,20130715,21574,870,1,1,4.990000,0.000000,4.990000,
44766,52633,20130715,15559,870,6,1,4.990000,0.000000,4.990000,
44767,52634,20130715,11330,870,6,1,4.990000,0.000000,4.990000,
44769,52635,20130715,12919,870,6,1,4.990000,0.000000,4.990000,
44777,52638,20130715,18055,870,6,1,4.990000,0.000000,4.990000,
44814,52653,20130715,14339,870,4,1,4.990000,0.000000,4.990000,
44819,52655,20130715,12716,870,7,1,4.990000,0.000000,4.990000,
44839,52663,20130715,25096,870,1,1,4.990000,0.000000,4.990000,
44842,52664,20130715,23164,870,6,1,4.990000,0.000000,4.990000,
44856,52669,20130715,12277,870,10,1,4.990000,0.000000,4.990000,
44909,52692,20130716,21630,870,1,1,4.990000,0.000000,4.990000,
44911,52694,20130716,17165,870,4,1,4.990000,0.000000,4.990000,
44927,52703,20130716,22559,870,10,1,4.990000,0.000000,4.990000,
44985,52726,20130717,16740,870,9,1,4.990000,0.000000,4.990000,
44992,52730,20130717,20838,870,10,1,4.990000,0.000000,4.990000,
45002,52732,20130717,23630,870,10,1,4.990000,0.000000,4.990000,
45025,52741,20130717,12054,870,6,1,4.990000,0.000000,4.990000,
45030,52744,20130717,17583,870,1,1,4.990000,0.000000,4.990000,
45032,52745,20130717,19639,870,4,1,4.990000,0.000000,4.990000,
45039,52747,20130717,18644,870,6,1,4.990000,0.000000,4.990000,
45083,52765,20130717,26317,870,1,1,4.990000,0.000000,4.990000,
45088,52767,20130717,16223,870,4,1,4.990000,0.000000,4.990000,
45103,52772,20130717,21031,870,7,1,4.990000,0.000000,4.990000,
45110,52774,20130717,14830,870,8,1,4.990000,0.000000,4.990000,
45117,52777,20130717,28107,870,9,1,4.990000,0.000000,4.990000,
45119,52778,20130718,11215,870,6,1,4.990000,0.000000,4.990000,
45163,52796,20130718,21459,870,4,1,4.990000,0.000000,4.990000,
45168,52799,20130718,18111,870,4,1,4.990000,0.000000,4.990000,
45172,52801,20130718,17554,870,1,1,4.990000,0.000000,4.990000,
45174,52802,20130718,18751,870,4,1,4.990000,0.000000,4.990000,
45176,52803,20130718,17035,870,1,1,4.990000,0.000000,4.990000,
45178,52804,20130718,16877,870,1,1,4.990000,0.000000,4.990000,
45182,52806,20130718,29214,870,6,1,4.990000,0.000000,4.990000,
45191,52809,20130718,13485,870,4,1,4.990000,0.000000,4.990000,
45206,52817,20130718,19185,870,7,1,4.990000,0.000000,4.990000,
45228,52826,20130718,11647,870,6,1,4.990000,0.000000,4.990000,
45242,52830,20130718,28327,870,9,1,4.990000,0.000000,4.990000,
45252,52833,20130718,21650,870,4,1,4.990000,0.000000,4.990000,
45254,52834,20130718,16221,870,1,1,4.990000,0.000000,4.990000,
45285,52847,20130719,24469,870,9,1,4.990000,0.000000,4.990000,
45318,52862,20130719,20779,870,4,1,4.990000,0.000000,4.990000,
45321,52864,20130719,17016,870,4,1,4.990000,0.000000,4.990000,
45407,52899,20130720,23252,870,4,1,4.990000,0.000000,4.990000,
45409,52900,20130720,13318,870,6,1,4.990000,0.000000,4.990000,
45412,52901,20130720,13206,870,6,1,4.990000,0.000000,4.990000,
45416,52903,20130720,16802,870,1,1,4.990000,0.000000,4.990000,
45468,52923,20130720,21619,870,4,1,4.990000,0.000000,4.990000,
45478,52926,20130720,21024,870,7,1,4.990000,0.000000,4.990000,
45482,52928,20130720,21048,870,7,1,4.990000,0.000000,4.990000,
45493,52933,20130721,11059,870,9,1,4.990000,0.000000,4.990000,
45499,52936,20130721,21500,870,1,1,4.990000,0.000000,4.990000,
45504,52939,20130721,18530,870,1,1,4.990000,0.000000,4.990000,
45518,52945,20130721,19056,870,7,1,4.990000,0.000000,4.990000,
45522,52947,20130721,24064,870,10,1,4.990000,0.000000,4.990000,
45547,52960,20130721,21649,870,4,1,4.990000,0.000000,4.990000,
45557,52964,20130722,23412,870,9,1,4.990000,0.000000,4.990000,
45563,52967,20130722,11353,870,10,1,4.990000,0.000000,4.990000,
45593,52983,20130722,21787,870,4,1,4.990000,0.000000,4.990000,
45596,52984,20130722,12183,870,6,1,4.990000,0.000000,4.990000,
45598,52985,20130722,18094,870,4,1,4.990000,0.000000,4.990000,
45613,52991,20130722,22492,870,8,1,4.990000,0.000000,4.990000,
45631,52998,20130722,11528,870,4,1,4.990000,0.000000,4.990000,
45666,53013,20130723,24899,870,9,1,4.990000,0.000000,4.990000,
45698,53029,20130723,21720,870,4,1,4.990000,0.000000,4.990000,
45699,53030,20130723,15498,870,6,1,4.990000,0.000000,4.990000,
45703,53031,20130723,21159,870,1,1,4.990000,0.000000,4.990000,
45712,53034,20130723,18346,870,4,1,4.990000,0.000000,4.990000,
45738,53045,20130723,18758,870,6,1,4.990000,0.000000,4.990000,
45742,53047,20130723,16887,870,4,1,4.990000,0.000000,4.990000,
45747,53048,20130723,12032,870,6,1,4.990000,0.000000,4.990000,
45763,53054,20130723,11837,870,4,1,4.990000,0.000000,4.990000,
45783,53060,20130723,26743,870,9,1,4.990000,0.000000,4.990000,
45789,53062,20130723,12011,870,9,1,4.990000,0.000000,4.990000,
45800,53065,20130723,18549,870,6,1,4.990000,0.000000,4.990000,
45835,53081,20130724,23764,870,8,1,4.990000,0.000000,4.990000,
45837,53082,20130724,19440,870,10,1,4.990000,0.000000,4.990000,
45871,53096,20130724,14655,870,6,1,4.990000,0.000000,4.990000,
45880,53100,20130724,17137,870,1,1,4.990000,0.000000,4.990000,
45882,53102,20130724,12077,870,6,1,4.990000,0.000000,4.990000,
45893,53108,20130724,23770,870,10,1,4.990000,0.000000,4.990000,
45898,53111,20130724,22795,870,7,1,4.990000,0.000000,4.990000,
45926,53122,20130724,11298,870,4,1,4.990000,0.000000,4.990000,
45949,53129,20130724,23858,870,6,1,4.990000,0.000000,4.990000,
45952,53130,20130724,19450,870,8,1,4.990000,0.000000,4.990000,
45955,53131,20130724,27956,870,10,1,4.990000,0.000000,4.990000,
46000,53149,20130725,14328,870,6,1,4.990000,0.000000,4.990000,
46016,53157,20130725,13802,870,7,1,4.990000,0.000000,4.990000,
46039,53166,20130725,15378,870,6,1,4.990000,0.000000,4.990000,
46061,53175,20130725,20160,870,9,1,4.990000,0.000000,4.990000,
46087,53188,20130726,28536,870,9,1,4.990000,0.000000,4.990000,
46088,53189,20130726,22952,870,9,1,4.990000,0.000000,4.990000,
46101,53195,20130726,14851,870,7,1,4.990000,0.000000,4.990000,
46125,53206,20130726,21496,870,4,1,4.990000,0.000000,4.990000,
46127,53207,20130726,21350,870,4,1,4.990000,0.000000,4.990000,
46131,53209,20130726,18477,870,4,1,4.990000,0.000000,4.990000,
46132,53210,20130726,13198,870,6,1,4.990000,0.000000,4.990000,
46134,53211,20130726,24748,870,6,1,4.990000,0.000000,4.990000,
46136,53212,20130726,18109,870,4,1,4.990000,0.000000,4.990000,
46139,53213,20130726,26488,870,6,1,4.990000,0.000000,4.990000,
46141,53214,20130726,16377,870,4,1,4.990000,0.000000,4.990000,
46156,53220,20130726,17810,870,10,1,4.990000,0.000000,4.990000,
46162,53222,20130726,17111,870,8,1,4.990000,0.000000,4.990000,
46167,53225,20130726,27835,870,7,1,4.990000,0.000000,4.990000,
46193,53236,20130726,28208,870,9,1,4.990000,0.000000,4.990000,
46239,53256,20130727,22734,870,4,1,4.990000,0.000000,4.990000,
46243,53257,20130727,15007,870,6,1,4.990000,0.000000,4.990000,
46246,53258,20130727,17119,870,6,1,4.990000,0.000000,4.990000,
46250,53259,20130727,20439,870,4,1,4.990000,0.000000,4.990000,
46254,53262,20130727,16777,870,1,1,4.990000,0.000000,4.990000,
46262,53266,20130727,23743,870,10,1,4.990000,0.000000,4.990000,
46298,53278,20130727,19217,870,6,1,4.990000,0.000000,4.990000,
46305,53280,20130727,11274,870,1,1,4.990000,0.000000,4.990000,
46317,53284,20130727,24341,870,4,1,4.990000,0.000000,4.990000,
46323,53286,20130727,21611,870,4,1,4.990000,0.000000,4.990000,
46331,53289,20130728,18248,870,9,1,4.990000,0.000000,4.990000,
46339,53291,20130728,12738,870,8,1,4.990000,0.000000,4.990000,
46356,53298,20130728,19796,870,9,1,4.990000,0.000000,4.990000,
46380,53307,20130728,21783,870,1,1,4.990000,0.000000,4.990000,
46384,53309,20130728,18223,870,1,1,4.990000,0.000000,4.990000,
46387,53311,20130728,18348,870,4,1,4.990000,0.000000,4.990000,
46391,53313,20130728,23676,870,6,1,4.990000,0.000000,4.990000,
46433,53327,20130728,18974,870,4,1,4.990000,0.000000,4.990000,
46454,53334,20130728,28217,870,9,1,4.990000,0.000000,4.990000,
46459,53335,20130728,28714,870,9,1,4.990000,0.000000,4.990000,
46467,53337,20130728,11944,870,9,1,4.990000,0.000000,4.990000,
46481,53344,20130728,19343,870,7,1,4.990000,0.000000,4.990000,
46490,53347,20130729,18260,870,9,1,4.990000,0.000000,4.990000,
